,Unnamed: 0,os_type,type,batch_size,average_run_time,Reparam
0,0.0,aarch64,cpu,1,0.3365817785263061,No
1,0.0,aarch64,cpu,1,0.2561658382415771,Yes
0,,x86_64,cpu,1,0.020104193687438966,No
0,,x86_64,cpu,128,2.399587798118591,No
0,,x86_64,cpu,1,0.020374989509582518,Yes
0,,x86_64,cpu,128,1.202586054801941,Yes
0,,x86_64,gpu,1,0.0037080049514770508,No
0,,x86_64,gpu,128,0.038937711715698244,No
0,,x86_64,gpu,1,0.0017414569854736328,Yes
0,,x86_64,gpu,128,0.017871284484863283,Yes
